funder,organ,year,pub_count
Wellcome,brain,2013,413
Wellcome,brain,2014,411
Wellcome,brain,2015,461
Wellcome,brain,2016,389
Wellcome,brain,2017,249
Wellcome,brain,2018,284
Wellcome,brain,2019,297
Wellcome,brain,2020,409
Wellcome,brain,2021,400
Wellcome,brain,2022,291
Wellcome,brain,2023,45
Wellcome,eye,1975,1
Wellcome,eye,1989,1
Wellcome,eye,1995,2
Wellcome,eye,1997,1
Wellcome,eye,2000,2
Wellcome,eye,2001,3
Wellcome,eye,2002,2
Wellcome,eye,2003,3
Wellcome,eye,2004,3
Wellcome,eye,2005,7
Wellcome,eye,2006,23
Wellcome,eye,2007,29
Wellcome,eye,2008,32
Wellcome,eye,2009,30
Wellcome,eye,2010,29
Wellcome,eye,2011,31
Wellcome,eye,2012,28
Wellcome,eye,2013,51
Wellcome,eye,2014,48
Wellcome,eye,2015,52
Wellcome,eye,2016,20
Wellcome,eye,2017,30
Wellcome,eye,2018,32
Wellcome,eye,2019,38
Wellcome,eye,2020,27
Wellcome,eye,2021,50
Wellcome,eye,2022,30
Wellcome,eye,2023,10
Wellcome,fallopian tube,1987,1
Wellcome,fallopian tube,2008,2
Wellcome,fallopian tube,2012,2
Wellcome,fallopian tube,2017,1
Wellcome,fallopian tube,2020,1
Wellcome,fallopian tube,2021,2
Wellcome,heart,1973,1
Wellcome,heart,1975,1
Wellcome,heart,1978,1
Wellcome,heart,1986,2
Wellcome,heart,1987,1
Wellcome,heart,1988,3
Wellcome,heart,1989,4
Wellcome,heart,1998,1
Wellcome,heart,2000,1
Wellcome,heart,2001,1
Wellcome,heart,2002,2
Wellcome,heart,2003,2
Wellcome,heart,2004,3
Wellcome,heart,2005,4
Wellcome,heart,2006,16
Wellcome,heart,2007,21
Wellcome,heart,2008,26
Wellcome,heart,2009,29
Wellcome,heart,2010,52
Wellcome,heart,2011,58
Wellcome,heart,2012,83
Wellcome,heart,2013,79
Wellcome,heart,2014,97
Wellcome,heart,2015,84
Wellcome,heart,2016,97
Wellcome,heart,2017,60
Wellcome,heart,2018,84
Wellcome,heart,2019,94
Wellcome,heart,2020,114
Wellcome,heart,2021,133
Wellcome,heart,2022,89
Wellcome,heart,2023,21
Wellcome,kidney,1973,1
Wellcome,kidney,1985,2
Wellcome,kidney,1986,2
Wellcome,kidney,1987,1
Wellcome,kidney,1989,2
Wellcome,kidney,1990,2
Wellcome,kidney,1993,1
Wellcome,kidney,1994,1
Wellcome,kidney,1995,1
Wellcome,kidney,1997,3
Wellcome,kidney,1998,1
Wellcome,kidney,2001,1
Wellcome,kidney,2003,1
Wellcome,kidney,2004,3
Wellcome,kidney,2005,3
Wellcome,kidney,2006,23
Wellcome,kidney,2007,18
Wellcome,kidney,2008,25
Wellcome,kidney,2009,40
Wellcome,kidney,2010,29
Wellcome,kidney,2011,35
Wellcome,kidney,2012,38
Wellcome,kidney,2013,47
Wellcome,kidney,2014,51
Wellcome,kidney,2015,42
Wellcome,kidney,2016,49
Wellcome,kidney,2017,31
Wellcome,kidney,2018,40
Wellcome,kidney,2019,51
Wellcome,kidney,2020,54
Wellcome,kidney,2021,73
Wellcome,kidney,2022,50
Wellcome,kidney,2023,7
Wellcome,knee,1974,1
Wellcome,knee,2005,1
Wellcome,knee,2007,1
Wellcome,knee,2008,1
Wellcome,knee,2009,1
Wellcome,knee,2011,5
Wellcome,knee,2012,2
Wellcome,knee,2013,8
Wellcome,knee,2014,11
Wellcome,knee,2015,13
Wellcome,knee,2016,8
Wellcome,knee,2017,2
Wellcome,knee,2018,6
Wellcome,knee,2019,9
Wellcome,knee,2020,7
Wellcome,knee,2021,3
Wellcome,knee,2022,6
Wellcome,large intestine,2008,2
Wellcome,large intestine,2009,3
Wellcome,large intestine,2010,2
Wellcome,large intestine,2014,2
Wellcome,large intestine,2015,1
Wellcome,large intestine,2016,1
Wellcome,large intestine,2019,1
Wellcome,large intestine,2022,1
Wellcome,liver,1969,1
Wellcome,liver,1972,1
Wellcome,liver,1973,1
Wellcome,liver,1975,2
Wellcome,liver,1985,3
Wellcome,liver,1986,2
Wellcome,liver,1989,3
Wellcome,liver,1997,1
Wellcome,liver,2000,1
Wellcome,liver,2002,1
Wellcome,liver,2003,2
Wellcome,liver,2004,6
Wellcome,liver,2005,10
Wellcome,liver,2006,20
Wellcome,liver,2007,47
Wellcome,liver,2008,57
Wellcome,liver,2009,57
Wellcome,liver,2010,72
Wellcome,liver,2011,67
Wellcome,liver,2012,100
Wellcome,liver,2013,117
Wellcome,liver,2014,137
Wellcome,liver,2015,167
Wellcome,liver,2016,121
Wellcome,liver,2017,102
Wellcome,liver,2018,111
Wellcome,liver,2019,121
Wellcome,liver,2020,162
Wellcome,liver,2021,176
Wellcome,liver,2022,125
Wellcome,liver,2023,21
Wellcome,lung,1972,1
Wellcome,lung,1985,1
Wellcome,lung,1986,1
Wellcome,lung,1987,2
Wellcome,lung,1988,1
Wellcome,lung,1996,2
Wellcome,lung,1998,3
Wellcome,lung,1999,3
Wellcome,lung,2000,3
Wellcome,lung,2001,1
Wellcome,lung,2002,1
Wellcome,lung,2003,5
Wellcome,lung,2004,4
Wellcome,lung,2005,6
Wellcome,lung,2006,18
Wellcome,lung,2007,31
Wellcome,lung,2008,30
Wellcome,lung,2009,39
Wellcome,lung,2010,35
Wellcome,lung,2011,46
Wellcome,lung,2012,64
Wellcome,lung,2013,70
Wellcome,lung,2014,84
Wellcome,lung,2015,90
Wellcome,lung,2016,65
Wellcome,lung,2017,50
Wellcome,lung,2018,83
Wellcome,lung,2019,87
Wellcome,lung,2020,96
Wellcome,lung,2021,103
Wellcome,lung,2022,88
Wellcome,lung,2023,17
Wellcome,lymph node,1986,1
Wellcome,lymph node,1989,1
Wellcome,lymph node,1999,1
Wellcome,lymph node,2003,2
Wellcome,lymph node,2004,1
Wellcome,lymph node,2005,3
Wellcome,lymph node,2006,4
Wellcome,lymph node,2007,7
Wellcome,lymph node,2008,6
Wellcome,lymph node,2009,8
Wellcome,lymph node,2010,11
Wellcome,lymph node,2011,7
Wellcome,lymph node,2012,7
Wellcome,lymph node,2013,4
Wellcome,lymph node,2014,20
Wellcome,lymph node,2015,13
Wellcome,lymph node,2016,11
Wellcome,lymph node,2017,4
Wellcome,lymph node,2018,7
Wellcome,lymph node,2019,10
Wellcome,lymph node,2020,12
Wellcome,lymph node,2021,7
Wellcome,lymph node,2022,7
Wellcome,lymph node,2023,1
Wellcome,lymph vasculature,2019,1
Wellcome,lymph vasculature,2022,1
Wellcome,muscular system,2014,1
Wellcome,muscular system,2016,1
Wellcome,ovary,1985,1
Wellcome,ovary,1987,1
Wellcome,ovary,2003,1
Wellcome,ovary,2004,2
Wellcome,ovary,2005,1
Wellcome,ovary,2006,2
Wellcome,ovary,2007,6
Wellcome,ovary,2008,7
Wellcome,ovary,2009,6
Wellcome,ovary,2010,7
Wellcome,ovary,2011,8
Wellcome,ovary,2012,6
Wellcome,ovary,2013,5
Wellcome,ovary,2014,11
Wellcome,ovary,2015,4
Wellcome,ovary,2016,5
Wellcome,ovary,2017,5
Wellcome,ovary,2018,6
Wellcome,ovary,2019,4
Wellcome,ovary,2020,8
Wellcome,ovary,2021,12
Wellcome,ovary,2022,9
Wellcome,ovary,2023,2
Wellcome,pancreas,1975,1
Wellcome,pancreas,1988,1
Wellcome,pancreas,2003,1
Wellcome,pancreas,2005,1
Wellcome,pancreas,2007,3
Wellcome,pancreas,2008,5
Wellcome,pancreas,2009,4
Wellcome,pancreas,2010,6
Wellcome,pancreas,2011,7
Wellcome,pancreas,2012,5
Wellcome,pancreas,2013,10
Wellcome,pancreas,2014,16
Wellcome,pancreas,2015,16
Wellcome,pancreas,2016,7
Wellcome,pancreas,2017,7
Wellcome,pancreas,2018,10
Wellcome,pancreas,2019,13
Wellcome,pancreas,2020,15
Wellcome,pancreas,2021,9
Wellcome,pancreas,2022,4
Wellcome,pelvis,1986,1
Wellcome,pelvis,2012,1
Wellcome,pelvis,2013,1
Wellcome,pelvis,2014,1
Wellcome,pelvis,2015,1
Wellcome,pelvis,2016,1
Wellcome,peripheral nervous system,1985,1
Wellcome,peripheral nervous system,2005,2
Wellcome,peripheral nervous system,2007,4
Wellcome,peripheral nervous system,2008,3
Wellcome,peripheral nervous system,2009,6
Wellcome,peripheral nervous system,2010,2
Wellcome,peripheral nervous system,2011,2
Wellcome,peripheral nervous system,2012,4
Wellcome,peripheral nervous system,2013,3
Wellcome,peripheral nervous system,2014,10
Wellcome,peripheral nervous system,2015,4
Wellcome,peripheral nervous system,2016,7
Wellcome,peripheral nervous system,2017,4
Wellcome,peripheral nervous system,2018,4
Wellcome,peripheral nervous system,2019,1
Wellcome,peripheral nervous system,2020,3
Wellcome,peripheral nervous system,2021,5
Wellcome,peripheral nervous system,2022,2
Wellcome,placenta,1980,1
Wellcome,placenta,1985,1
Wellcome,placenta,1999,1
Wellcome,placenta,2000,3
Wellcome,placenta,2004,2
Wellcome,placenta,2005,2
Wellcome,placenta,2006,12
Wellcome,placenta,2007,8
Wellcome,placenta,2008,11
Wellcome,placenta,2009,14
Wellcome,placenta,2010,14
Wellcome,placenta,2011,16
Wellcome,placenta,2012,14
Wellcome,placenta,2013,16
Wellcome,placenta,2014,15
Wellcome,placenta,2015,18
Wellcome,placenta,2016,20
Wellcome,placenta,2017,10
Wellcome,placenta,2018,14
Wellcome,placenta,2019,23
Wellcome,placenta,2020,25
Wellcome,placenta,2021,30
Wellcome,placenta,2022,18
Wellcome,placenta,2023,7
Wellcome,prostate,1976,1
Wellcome,prostate,1988,1
Wellcome,prostate,2006,1
Wellcome,prostate,2007,5
Wellcome,prostate,2008,3
Wellcome,prostate,2009,2
Wellcome,prostate,2010,3
Wellcome,prostate,2011,6
Wellcome,prostate,2012,4
Wellcome,prostate,2013,5
Wellcome,prostate,2014,7
Wellcome,prostate,2015,11
Wellcome,prostate,2016,5
Wellcome,prostate,2017,5
Wellcome,prostate,2018,5
Wellcome,prostate,2019,2
Wellcome,prostate,2020,34
Wellcome,prostate,2021,33
Wellcome,prostate,2022,11
Wellcome,prostate,2023,6
Wellcome,skeletal,1998,1
Wellcome,skeletal,1999,1
Wellcome,skeletal,2000,2
Wellcome,skeletal,2001,1
Wellcome,skeletal,2003,7
Wellcome,skeletal,2004,4
Wellcome,skeletal,2005,10
Wellcome,skeletal,2006,26
Wellcome,skeletal,2007,26
Wellcome,skeletal,2008,55
Wellcome,skeletal,2009,54
Wellcome,skeletal,2010,43
Wellcome,skeletal,2011,37
Wellcome,skeletal,2012,66
Wellcome,skeletal,2013,89
Wellcome,skeletal,2014,73
Wellcome,skeletal,2015,62
Wellcome,skeletal,2016,43
Wellcome,skeletal,2017,45
Wellcome,skeletal,2018,53
Wellcome,skeletal,2019,44
Wellcome,skeletal,2020,45
Wellcome,skeletal,2021,55
Wellcome,skeletal,2022,38
Wellcome,skeletal,2023,4
Wellcome,skin,1975,1
Wellcome,skin,1979,1
Wellcome,skin,1985,1
Wellcome,skin,1986,1
Wellcome,skin,1988,1
Wellcome,skin,1989,1
Wellcome,skin,2001,3
Wellcome,skin,2002,2
Wellcome,skin,2003,2
Wellcome,skin,2004,4
Wellcome,skin,2005,7
Wellcome,skin,2006,26
Wellcome,skin,2007,28
Wellcome,skin,2008,35
Wellcome,skin,2009,32
Wellcome,skin,2010,48
Wellcome,skin,2011,44
Wellcome,skin,2012,71
Wellcome,skin,2013,71
Wellcome,skin,2014,82
Wellcome,skin,2015,73
Wellcome,skin,2016,47
Wellcome,skin,2017,36
Wellcome,skin,2018,43
Wellcome,skin,2019,52
Wellcome,skin,2020,65
Wellcome,skin,2021,64
Wellcome,skin,2022,31
Wellcome,skin,2023,4
Wellcome,small intestine,2003,1
Wellcome,small intestine,2006,1
Wellcome,small intestine,2007,4
Wellcome,small intestine,2008,3
Wellcome,small intestine,2009,4
Wellcome,small intestine,2010,2
Wellcome,small intestine,2011,4
Wellcome,small intestine,2012,6
Wellcome,small intestine,2013,4
Wellcome,small intestine,2014,5
Wellcome,small intestine,2015,8
Wellcome,small intestine,2016,5
Wellcome,small intestine,2017,3
Wellcome,small intestine,2018,5
Wellcome,small intestine,2019,5
Wellcome,small intestine,2020,4
Wellcome,small intestine,2021,6
Wellcome,small intestine,2022,6
Wellcome,small intestine,2023,1
Wellcome,spinal cord,1985,1
Wellcome,spinal cord,1988,1
Wellcome,spinal cord,2003,1
Wellcome,spinal cord,2004,1
Wellcome,spinal cord,2005,1
Wellcome,spinal cord,2006,13
Wellcome,spinal cord,2007,14
Wellcome,spinal cord,2008,17
Wellcome,spinal cord,2009,15
Wellcome,spinal cord,2010,18
Wellcome,spinal cord,2011,18
Wellcome,spinal cord,2012,24
Wellcome,spinal cord,2013,27
Wellcome,spinal cord,2014,27
Wellcome,spinal cord,2015,35
Wellcome,spinal cord,2016,16
Wellcome,spinal cord,2017,18
Wellcome,spinal cord,2018,25
Wellcome,spinal cord,2019,19
Wellcome,spinal cord,2020,23
Wellcome,spinal cord,2021,24
Wellcome,spinal cord,2022,17
Wellcome,spinal cord,2023,5
Wellcome,spleen,1973,1
Wellcome,spleen,1988,1
Wellcome,spleen,1989,1
Wellcome,spleen,2003,2
Wellcome,spleen,2004,1
Wellcome,spleen,2005,4
Wellcome,spleen,2006,5
Wellcome,spleen,2007,4
Wellcome,spleen,2008,12
Wellcome,spleen,2009,10
Wellcome,spleen,2010,9
Wellcome,spleen,2011,13
Wellcome,spleen,2012,14
Wellcome,spleen,2013,12
Wellcome,spleen,2014,16
Wellcome,spleen,2015,12
Wellcome,spleen,2016,4
Wellcome,spleen,2017,2
Wellcome,spleen,2018,5
Wellcome,spleen,2019,5
Wellcome,spleen,2020,9
Wellcome,spleen,2021,14
Wellcome,spleen,2022,4
Wellcome,thymus,2002,1
Wellcome,thymus,2003,2
Wellcome,thymus,2004,1
Wellcome,thymus,2005,3
Wellcome,thymus,2006,3
Wellcome,thymus,2007,7
Wellcome,thymus,2008,7
Wellcome,thymus,2009,4
Wellcome,thymus,2010,4
Wellcome,thymus,2011,8
Wellcome,thymus,2012,8
Wellcome,thymus,2013,9
Wellcome,thymus,2014,2
Wellcome,thymus,2015,4
Wellcome,thymus,2016,5
Wellcome,thymus,2017,1
Wellcome,thymus,2018,7
Wellcome,thymus,2020,9
Wellcome,thymus,2021,10
Wellcome,thymus,2022,2
Wellcome,trachea,1969,1
Wellcome,trachea,2003,1
Wellcome,trachea,2004,1
Wellcome,trachea,2006,2
Wellcome,trachea,2008,1
Wellcome,trachea,2009,4
Wellcome,trachea,2010,2
Wellcome,trachea,2011,3
Wellcome,trachea,2012,2
Wellcome,trachea,2013,3
Wellcome,trachea,2014,5
Wellcome,trachea,2015,4
Wellcome,trachea,2016,5
Wellcome,trachea,2017,3
Wellcome,trachea,2018,3
Wellcome,trachea,2019,2
Wellcome,trachea,2021,5
Wellcome,trachea,2022,3
Wellcome,trachea,2023,1
Wellcome,ureter,2006,1
Wellcome,ureter,2008,1
Wellcome,ureter,2010,1
Wellcome,ureter,2011,2
Wellcome,ureter,2012,2
Wellcome,ureter,2013,1
Wellcome,ureter,2014,2
Wellcome,ureter,2015,1
Wellcome,ureter,2017,1
Wellcome,ureter,2018,1
Wellcome,ureter,2019,1
Wellcome,ureter,2020,1
Wellcome,ureter,2022,1
Wellcome,urinary bladder,1985,1
Wellcome,urinary bladder,1986,5
Wellcome,urinary bladder,2008,3
Wellcome,urinary bladder,2009,4
Wellcome,urinary bladder,2010,4
Wellcome,urinary bladder,2011,2
Wellcome,urinary bladder,2012,2
Wellcome,urinary bladder,2013,7
Wellcome,urinary bladder,2014,4
Wellcome,urinary bladder,2015,1
Wellcome,urinary bladder,2016,4
Wellcome,urinary bladder,2017,3
Wellcome,urinary bladder,2018,5
Wellcome,urinary bladder,2019,3
Wellcome,urinary bladder,2020,6
Wellcome,urinary bladder,2021,2
Wellcome,urinary bladder,2022,6
Wellcome,urinary bladder,2023,1
Wellcome,uterus,2004,1
Wellcome,uterus,2007,2
Wellcome,uterus,2008,2
Wellcome,uterus,2009,5
Wellcome,uterus,2010,6
Wellcome,uterus,2011,3
Wellcome,uterus,2012,2
Wellcome,uterus,2013,2
Wellcome,uterus,2014,2
Wellcome,uterus,2015,5
Wellcome,uterus,2016,7
Wellcome,uterus,2017,2
Wellcome,uterus,2018,5
Wellcome,uterus,2019,5
Wellcome,uterus,2020,8
Wellcome,uterus,2021,12
Wellcome,uterus,2022,9
Wellcome,uterus,2023,1
