iri,pref_label,type
http://identifiers.org/hgnc/8803,PDGFRa,BM
http://identifiers.org/hgnc/8803,PDGFRalpha,BM
http://identifiers.org/hgnc/11491,SYK,BM
http://identifiers.org/hgnc/11309,SRPX,BM
http://identifiers.org/hgnc/19087,EBF3,BM
http://identifiers.org/hgnc/19090,EBF2,BM
http://identifiers.org/hgnc/49024,LINC01036,BM
http://identifiers.org/hgnc/24692,IgM,BM
http://identifiers.org/hgnc/30301,SEC16B,BM
http://identifiers.org/hgnc/9679,PTPRQ,BM
http://identifiers.org/hgnc/11760,TFPI,BM
http://identifiers.org/hgnc/384,AKR1C1,BM
http://identifiers.org/hgnc/10736,SEMA5A,BM
http://identifiers.org/hgnc/13875,FOXP2,BM
http://identifiers.org/hgnc/25149,EGFEM1P,BM
http://identifiers.org/hgnc/22128,NPSR1-AS1,BM
http://identifiers.org/hgnc/12796,WT1,BM
http://identifiers.org/hgnc/18259,ITLN1,BM
http://identifiers.org/hgnc/21444,UPK3B,BM
http://identifiers.org/hgnc/2198,COL1A2,BM
http://identifiers.org/hgnc/2705,DCN,BM
http://identifiers.org/hgnc/2705,HGNC:4620,BM
http://identifiers.org/hgnc/2705,DCN+,BM
http://identifiers.org/hgnc/2705,DCN5,BM
http://identifiers.org/hgnc/7035,MFAP4,BM
http://identifiers.org/hgnc/21290,PTCRA,BM
http://identifiers.org/hgnc/20151,SLC17A8,BM
http://identifiers.org/hgnc/20151,Vesicular glutamate transporter 3,BM
http://identifiers.org/hgnc/16018,CADPS2,BM
http://identifiers.org/hgnc/6414,cytokeratin 12,BM
http://identifiers.org/hgnc/11204,SOX9,BM
http://identifiers.org/hgnc/11204,SOX9+,BM
http://identifiers.org/hgnc/11204,SOx9,BM
http://identifiers.org/hgnc/14217,STK32B,BM
http://identifiers.org/hgnc/21574,SAMD3,BM
http://identifiers.org/hgnc/7136,MLLT3,BM
http://identifiers.org/hgnc/10720,SELL,BM
http://identifiers.org/hgnc/10720,CD62L,BM
http://identifiers.org/hgnc/7883,NOTCH3,BM
http://identifiers.org/hgnc/50687,SATB1-AS1,BM
http://identifiers.org/hgnc/7734,NEFM,BM
http://identifiers.org/hgnc/24356,CLEC1B,BM
http://identifiers.org/hgnc/7727,NEDD4,BM
http://identifiers.org/hgnc/352,AIF1,BM
http://identifiers.org/hgnc/352,IBA1,BM
http://identifiers.org/hgnc/352,allograft inflammatory factor 1,BM
http://identifiers.org/hgnc/13253,CKLF,BM
http://identifiers.org/hgnc/9240,PPBP,BM
http://identifiers.org/hgnc/25588,SLC47A1,BM
http://identifiers.org/hgnc/24040,ADIPOR1,BM
http://identifiers.org/hgnc/26511,HSPB6,BM
http://identifiers.org/hgnc/19254,PLAC8,BM
http://identifiers.org/hgnc/130,ACTA2,BM
http://identifiers.org/hgnc/130,aSMA,BM
http://identifiers.org/hgnc/130,Smooth Muscle Actin,BM
http://identifiers.org/hgnc/130,"actin alpha 2, smooth muscle",BM
http://identifiers.org/hgnc/130,Smooth Actin Muscle,BM
http://identifiers.org/hgnc/130,"Actin, smooth muscle",BM
http://identifiers.org/hgnc/10725,SEMA3C,BM
http://identifiers.org/hgnc/12029,TRAC,BM
http://identifiers.org/hgnc/1694,CD69,BM
http://identifiers.org/hgnc/28495,ZNF683,BM
http://identifiers.org/hgnc/28495,HOBIT,BM
http://identifiers.org/hgnc/6147,ITGAE,BM
http://identifiers.org/hgnc/6147,CD103,BM
http://identifiers.org/hgnc/6147,integrin subunit alpha E/CD103,BM
http://identifiers.org/hgnc/9346,PRDM1,BM
http://identifiers.org/hgnc/9346, BLIMP1,BM
http://identifiers.org/hgnc/1441,caldesmon 1,BM
http://identifiers.org/hgnc/1441,Caldesmon,BM
http://identifiers.org/hgnc/18266,ATP6V0D2,BM
http://identifiers.org/hgnc/26483,glycosyltransferase 1 domain containing 1,BM
http://identifiers.org/hgnc/30748,TRHDE,BM
http://identifiers.org/hgnc/1442,CALM1,BM
http://identifiers.org/hgnc/21184,FNDC1,BM
http://identifiers.org/hgnc/8993,GCDFP-15,BM
http://identifiers.org/hgnc/6839,MAP-2,BM
http://identifiers.org/hgnc/11506,Synaptophysin,BM
http://identifiers.org/hgnc/11506,synaptophysin,BM
http://identifiers.org/hgnc/1461,CAMK2B,BM
http://identifiers.org/hgnc/18254,HES6,BM
http://identifiers.org/hgnc/26735,KIF19,BM
http://identifiers.org/hgnc/6836,MAP1B,BM
http://identifiers.org/hgnc/7860,NNAT,BM
